City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,maamba,-17.3667,27.15,17.6,40,0,1.45,ZM,1690228271
362,katsuren-haebaru,26.3369,127.8719,29.43,82,20,5.14,JP,1690228271
363,mount gambier,-37.8333,140.7667,9.08,80,85,0.74,AU,1690228271
364,palmer,42.1584,-72.3287,29.79,52,75,7.72,US,1690228263
365,cafayate,-26.073,-65.9761,16.9,40,4,3.08,AR,1690228272
366,seryshevo,51.0933,128.3786,18.31,99,100,2.4,RU,1690228272
367,san patricio,28.017,-97.5169,36.77,37,9,7.42,US,1690228252
368,huron,41.1501,-82.5499,29.43,65,0,3.25,US,1690228272
369,tara,56.8944,74.371,14.52,98,84,2.52,RU,1690228272
370,hilo,19.7297,-155.09,33.49,78,100,2.57,US,1690227997
371,amahai,-3.3333,128.9167,24.55,84,88,6.43,ID,1690228272
372,panaba,21.2833,-88.2667,37.62,33,100,4.66,MX,1690228273
373,oneonta,42.4529,-75.0638,26.83,82,21,6.15,US,1690228273
374,tangi,34.3006,71.6536,31.0,65,96,3.35,PK,1690228273
375,nagqu,31.5,92.0,4.7,94,100,2.04,CN,1690228273
376,huarmey,-10.0681,-78.1522,23.49,68,0,5.56,PE,1690228273
377,salinas,36.6777,-121.6555,33.09,58,0,4.63,US,1690228273
378,luganville,-15.5333,167.1667,24.45,93,100,3.82,VU,1690228273
379,aqaba,29.5267,35.0078,38.92,15,0,8.23,JO,1690228171
380,mariehamn,60.0973,19.9348,15.92,82,0,2.57,AX,1690228274
381,moanda,-1.5575,13.2178,24.38,72,100,1.52,GA,1690228274
382,tan-tan,28.438,-11.1032,20.46,83,1,7.19,MA,1690228274
383,ciudad lazaro cardenas,17.9583,-102.2,32.19,55,100,2.53,MX,1690228274
384,pingxiang,27.6167,113.85,25.64,89,100,0.62,CN,1690228274
385,muleba,-1.8397,31.6544,22.36,58,48,0.69,TZ,1690228274
386,happy valley-goose bay,53.3168,-60.3315,23.17,78,75,0.0,CA,1690228275
387,floro,61.5996,5.0328,15.04,82,75,4.63,NO,1690228275
388,altamont,42.2068,-121.7372,26.66,37,0,3.09,US,1690228248
389,ostersund,63.1792,14.6357,16.25,33,97,2.57,SE,1690228041
390,bojnurd,37.4747,57.329,24.97,25,0,2.06,IR,1690228275
391,tongliao,43.6125,122.2653,20.33,73,82,0.78,CN,1690228275
392,fortuna,40.5982,-124.1573,24.4,68,20,6.17,US,1690228025
393,st. john's,47.5649,-52.7093,25.71,86,75,7.72,CA,1690228275
394,spearfish,44.4908,-103.8594,36.17,30,0,6.17,US,1690228276
395,prado,-17.3411,-39.2208,22.09,83,5,3.78,BR,1690228276
396,katima mulilo,-17.5,24.2667,16.23,30,21,1.5,NA,1690228276
397,menongue,-14.6585,17.691,15.34,29,99,1.6,AO,1690228276
398,sosnovo-ozerskoye,52.5249,111.5418,13.49,95,100,0.95,RU,1690228276
399,nyurba,63.2842,118.3319,17.93,89,59,3.42,RU,1690228276
400,biryusinsk,55.9634,97.8235,16.19,85,100,3.18,RU,1690228276
401,quelimane,-17.8786,36.8883,21.97,83,0,2.24,MZ,1690228187
402,la passe,45.5549,-0.8967,20.13,78,56,7.16,FR,1690228226
403,pindushi,62.9152,34.58,10.74,98,99,0.9,RU,1690228277
404,yarmouth,41.7057,-70.2286,28.03,73,0,6.69,US,1690228195
405,tura,25.5198,90.2201,23.79,96,100,2.14,IN,1690228277
406,douglas,41.3,-96.167,33.1,60,0,4.63,US,1690228277
407,piton saint-leu,-21.2196,55.3151,19.04,77,0,3.09,RE,1690228277
408,nizhny tagil,57.9194,59.965,15.45,81,90,1.4,RU,1690228278
409,orchard homes,46.8633,-114.0484,31.08,25,0,2.06,US,1690228278
410,long beach,33.767,-118.1892,38.32,71,0,6.17,US,1690228246
411,katsuura,35.1333,140.3,24.62,91,22,3.31,JP,1690228278
412,letterkenny,54.95,-7.7333,13.94,84,89,2.66,IE,1690228278
413,playas,-2.6333,-80.3833,26.83,74,42,6.14,EC,1690228278
414,chui,-33.6971,-53.4616,9.12,93,100,5.42,UY,1690228278
415,coquimbo,-29.9533,-71.3436,16.85,72,0,6.69,CL,1690228115
416,bel ombre,-4.6167,55.4167,25.91,83,20,6.69,SC,1690228279
417,mockrehna,51.5076,12.8142,17.84,91,41,2.93,DE,1690228074
418,ghanzi,-21.5667,21.7833,17.43,29,14,3.07,BW,1690228279
419,chipinge,-20.1883,32.6236,14.23,45,10,1.5,ZW,1690228279
420,nadym,65.5333,72.5167,19.63,72,95,3.39,RU,1690228279
421,comilla,23.4578,91.2044,26.82,87,93,2.54,BD,1690228135
422,saraykoy,37.9245,28.9252,27.64,39,0,3.57,TR,1690228280
423,ceres,37.5949,-120.9577,38.22,32,0,3.6,US,1690228280
424,nouna,12.7333,-3.8667,28.96,60,91,3.47,BF,1690228280
425,san andres,12.5847,-81.7006,32.01,70,20,5.14,CO,1690228280
426,harper,4.375,-7.7169,25.34,83,95,4.39,LR,1690228280
427,vale da amoreira,39.0697,-7.6985,22.96,48,0,5.59,PT,1690228280
428,canto del llano,8.1761,-80.973,28.7,86,100,0.45,PA,1690228281
429,burang,30.25,81.1667,11.75,76,95,2.34,CN,1690228281
430,dubbo,-32.25,148.6167,4.07,87,0,6.17,AU,1690228281
431,muang phonsavan,19.45,103.2167,18.1,99,99,0.63,LA,1690228281
432,the dalles,45.5946,-121.1787,30.08,41,0,8.94,US,1690228225
433,orkney,-26.9802,26.6727,10.41,14,99,1.48,ZA,1690228281
434,bakanas,44.8081,76.2772,28.5,17,0,3.92,KZ,1690228281
435,pitimbu,-7.4706,-34.8086,27.33,79,3,6.66,BR,1690228282
436,oranjestad,12.524,-70.027,31.97,62,20,10.8,AW,1690228139
437,ketchikan,55.3422,-131.6461,18.26,68,0,6.17,US,1690228132
438,suicheng,33.8963,117.9331,25.98,85,99,0.97,CN,1690228282
439,villa juarez,24.6536,-107.5411,35.14,55,75,3.09,MX,1690228282
440,kolonia town,6.964,158.206,25.0,94,100,1.03,FM,1690228282
441,shenkursk,62.1091,42.896,11.63,95,39,1.9,RU,1690228282
442,boende,-0.2167,20.8667,25.42,76,99,0.79,CD,1690228283
443,champerico,14.3,-91.9167,34.3,63,98,2.72,GT,1690228283
444,codrington,-38.2667,141.9667,11.5,67,98,1.58,AU,1690228283
445,mount isa,-20.7333,139.5,11.87,58,69,6.69,AU,1690228283
446,xinyuan,37.3,99.0,4.93,91,22,1.85,CN,1690228207
447,akureyri,65.6835,-18.0878,10.96,93,100,3.6,IS,1690228284
448,lucea,18.451,-78.1736,31.92,78,14,7.8,JM,1690228284
449,san rafael del sur,11.8485,-86.4384,30.54,48,91,7.35,NI,1690228284
450,dergachi,51.2328,48.7659,21.17,61,100,2.25,RU,1690228284
451,tay ninh,11.3,106.1,24.58,93,92,2.13,VN,1690228285
452,mugia,43.1041,-9.2179,19.39,72,63,4.6,ES,1690228285
453,ta`u,-14.2336,-169.5144,25.87,73,93,5.71,AS,1690228285
454,lulea,65.5842,22.1547,13.04,71,100,4.12,SE,1690228285
455,borujen,31.9652,51.2873,24.38,21,55,2.02,IR,1690228287
456,rawson,-43.3002,-65.1023,8.07,60,96,10.91,AR,1690228288
457,xilin hot,43.9667,116.0333,16.92,58,2,1.58,CN,1690228288
458,fort mcmurray,56.7268,-111.381,27.77,50,0,3.09,CA,1690228092
459,antsohihy,-14.8796,47.9875,22.21,73,62,1.7,MG,1690228289
460,otofuke,42.9917,143.2003,21.92,87,11,0.73,JP,1690228289
461,quixeramobim,-5.1992,-39.2928,33.2,29,64,3.19,BR,1690228289
462,kiunga,-6.1219,141.2906,20.99,98,100,0.86,PG,1690228289
463,rajaori,33.3833,74.3,24.77,80,75,1.41,IN,1690228289
464,bandarbeyla,9.4942,50.8122,24.88,73,65,15.1,SO,1690228290
465,graaff-reinet,-32.2522,24.5308,6.62,70,0,0.34,ZA,1690228290
466,bloemfontein,-29.1211,26.214,4.71,60,98,2.06,ZA,1690228290
467,road town,18.4167,-64.6167,32.02,62,40,6.17,VG,1690228291
468,nar'yan-mar,67.6713,53.087,16.21,74,100,2.19,RU,1690228292
469,ebaye,8.7748,167.7392,28.01,78,40,7.72,MH,1690228292
470,alice springs,-23.7,133.8833,4.75,81,0,0.0,AU,1690228180
471,aldan,58.6031,125.3894,15.59,83,100,0.53,RU,1690228294
472,bentiu,9.2333,29.8333,26.61,65,52,1.67,SS,1690228294
473,chulakkurgan,43.765,69.1814,28.73,17,0,3.98,KZ,1690228294
474,gornopravdinsk,60.05,69.9,14.3,95,100,1.24,RU,1690228295
475,weno,7.4515,151.8468,28.24,77,100,7.85,FM,1690228295
476,callao,-12.0667,-77.15,24.16,53,20,5.66,PE,1690228161
477,ankang,32.68,109.0172,22.49,87,27,0.51,CN,1690228297
478,walvis bay,-22.9575,14.5053,12.27,87,78,0.0,NA,1690228011
479,okhotsk,59.3833,143.3,16.05,70,4,1.41,RU,1690228299
480,fiambala,-27.6871,-67.6149,16.3,33,19,2.13,AR,1690228300
481,cabedelo,-6.9811,-34.8339,27.37,80,0,7.17,BR,1690228300
482,yuzhno-kurilsk,44.0306,145.8556,17.37,100,100,2.62,RU,1690228301
483,corning,42.1428,-77.0547,27.63,64,75,2.57,US,1690228262
484,kota belud,6.351,116.4305,25.58,80,100,3.7,MY,1690228307
485,aswan,24.0934,32.907,35.61,20,0,5.14,EG,1690228309
486,plastun,44.7561,136.2939,19.32,98,80,0.9,RU,1690228309
487,song cau,13.45,109.2167,25.26,90,100,1.76,VN,1690228309
488,heroica caborca,30.7167,-112.15,40.42,21,63,2.6,MX,1690228309
489,lorengau,-2.0226,147.2712,25.0,90,100,2.51,PG,1690228310
490,howrah,22.5892,88.3103,28.0,89,20,2.06,IN,1690228311
491,douz,33.4663,9.0203,37.44,10,0,3.45,TN,1690228311
492,fortaleza,-3.7227,-38.5247,29.07,61,20,5.66,BR,1690228182
493,mushie,-3.0167,16.9,27.37,55,52,1.46,CD,1690228311
494,hastings,50.8552,0.5729,16.07,34,99,4.17,GB,1690228097
495,mellouleche,35.1662,11.035,32.4,53,0,5.13,TN,1690228314
496,praia,14.9215,-23.5087,27.3,74,75,5.66,CV,1690228314
497,tegueste,28.5167,-16.3167,20.92,83,40,10.29,ES,1690228315
498,margate,51.3813,1.3862,16.06,78,100,2.24,GB,1690228317
499,mariental,-24.6333,17.9667,16.15,16,74,6.48,NA,1690228317
500,kyabe,9.4515,18.9449,26.01,78,47,1.57,TD,1690228317
501,nadi,-17.8,177.4167,23.0,83,100,1.54,FJ,1690228318
502,afif,23.9065,42.9172,31.56,11,85,5.29,SA,1690228318
503,kourou,5.1552,-52.6478,24.03,88,54,4.04,GF,1690228320
504,trairi,-3.2778,-39.2689,27.05,72,7,6.14,BR,1690228229
505,greenville,35.6127,-77.3663,32.09,66,40,3.6,US,1690228082
506,itaituba,-4.2761,-55.9836,36.09,32,20,2.57,BR,1690228323
507,maine soroa,13.2114,12.0241,32.32,40,7,2.75,NE,1690228324
508,la mira,18.035,-102.3266,31.94,57,100,2.54,MX,1690228325
509,zeya,53.75,127.2667,16.59,96,100,3.0,RU,1690228326
510,castillos,-34.1667,-53.8333,7.88,95,100,1.94,UY,1690228326
511,sinabang,2.4803,96.3801,26.39,79,16,0.53,ID,1690228327
512,yantzaza,-3.8278,-78.7594,25.34,66,100,1.61,EC,1690228327
513,yoloten,37.2989,62.3597,30.64,17,0,4.99,TM,1690228327
514,luderitz,-26.6481,15.1594,13.96,62,100,4.35,NA,1690228329
515,serta,39.8085,-8.0988,19.97,71,0,4.74,PT,1690228330
516,tongouson,5.0214,120.1328,28.54,79,100,7.39,PH,1690228330
517,rabaul,-4.1967,152.1721,25.99,81,97,7.76,PG,1690228256
518,alofi,-19.0595,-169.9187,21.94,73,40,2.57,NU,1690228331
519,todos santos,23.45,-110.2167,38.91,86,69,2.64,MX,1690228332
520,tidjikja,18.5564,-11.4271,35.69,31,24,3.61,MR,1690228333
521,jiangzi,28.95,89.6333,7.85,74,100,1.2,CN,1690228333
522,cestos city,5.46,-9.5828,25.02,87,100,4.75,LR,1690228334
523,tono,39.3167,141.5333,21.19,90,67,1.41,JP,1690228334
524,nampula,-15.1165,39.2666,15.52,95,3,0.83,MZ,1690228082
525,plouzane,48.3833,-4.6167,16.03,85,75,6.69,FR,1690228335
526,latrobe,40.3212,-79.3795,30.02,53,40,3.58,US,1690228245
527,parry sound,45.3501,-80.033,25.03,65,52,4.23,CA,1690228335
528,berezovyy,51.6667,135.7,18.41,92,100,1.78,RU,1690228335
529,vavatenina,-17.4667,49.2,18.23,95,69,0.99,MG,1690228336
530,sinjai,-5.1241,120.253,24.09,83,97,0.66,ID,1690228336
531,kaohsiung,22.6163,120.3133,28.97,79,20,1.03,TW,1690228091
532,satellite beach,28.1761,-80.5901,37.26,72,0,8.23,US,1690228336
533,bandon,51.7469,-8.7425,15.77,75,100,4.24,IE,1690228336
534,mokhsogollokh,61.4681,128.9203,17.86,83,1,1.99,RU,1690228337
535,oodweyne,9.4092,45.064,25.32,47,100,7.74,SO,1690228337
536,sao jose da coroa grande,-8.8978,-35.1478,24.08,81,10,4.25,BR,1690228337
537,antsiranana,-12.2787,49.2917,22.26,81,50,5.22,MG,1690228337
538,ghormach,35.7306,63.7826,30.14,17,0,1.84,AF,1690228337
539,rapar,23.5667,70.6333,27.99,83,100,6.67,IN,1690228337
540,krasnoslobodsk,48.7072,44.5714,23.9,56,0,3.0,RU,1690228338
541,siem reap,13.5,104.0,24.86,97,72,1.31,KH,1690228338
542,xindian,36.7975,118.2944,27.71,62,81,2.14,CN,1690228338
543,rahimatpur,17.6,74.2,22.5,91,100,6.78,IN,1690228338
544,princeville,45.7668,-61.2985,29.24,61,0,4.12,CA,1690228338
545,saudarkrokur,65.7461,-19.6394,10.24,90,100,1.25,IS,1690228338
546,mar del plata,-38.0023,-57.5575,8.3,68,40,6.71,AR,1690228182
547,peace river,56.2501,-117.286,19.17,88,100,3.6,CA,1690228090
548,lagoa,39.05,-27.9833,22.02,85,2,5.44,PT,1690228339
549,tofol,5.3248,163.0078,28.64,74,95,5.49,FM,1690228339
550,reggane,26.7158,0.1714,41.7,8,71,4.82,DZ,1690228339
551,taksimo,56.3444,114.8794,15.53,83,9,0.34,RU,1690228339
552,starominskaya,46.53,39.0497,22.11,70,99,2.99,RU,1690228340
553,pechora,65.1472,57.2244,15.96,74,64,2.02,RU,1690228340
554,la carlota,10.4233,122.9208,25.77,89,100,7.87,PH,1690228340
555,antigo,45.1402,-89.1523,27.25,53,40,4.12,US,1690228340
556,camacupa,-12.0167,17.4833,16.59,22,97,0.84,AO,1690228340
557,revda,56.801,59.9303,12.47,94,33,1.63,RU,1690228340
558,lebanon,36.2081,-86.2911,33.48,55,0,2.57,US,1690228298
559,podporozh'ye,60.9112,34.1706,12.4,97,100,2.03,RU,1690228341
560,geraldton,-28.7667,114.6,10.23,66,3,5.14,AU,1690228269
561,bijie,27.3125,105.2942,18.46,94,100,1.33,CN,1690228341
562,cadale,2.7603,46.3222,25.2,82,73,8.85,SO,1690228342
563,kairouan,35.6781,10.0963,42.01,9,0,2.06,TN,1690228342
564,robertsport,6.7533,-11.3686,25.6,85,100,5.52,LR,1690228342
565,karkira,36.9292,6.5856,34.45,20,0,3.74,DZ,1690228342
566,las palmas,28.4204,-14.0131,23.44,61,20,7.72,ES,1690228342
567,n'zeto,-7.2312,12.8666,21.04,89,5,2.91,AO,1690228342
568,maitum,6.0392,124.4986,24.47,90,100,1.81,PH,1690228343
569,ghadamis,30.1337,9.5007,36.32,12,0,3.63,LY,1690228343
570,morehead city,34.7229,-76.726,32.01,74,0,3.09,US,1690228343
571,nahiyat ash shinafiyah,31.5874,44.6602,38.43,7,0,3.62,IQ,1690228343
572,chom bueng,13.62,99.5917,24.57,83,99,1.78,TH,1690228343
573,mitu,1.1983,-70.1733,27.88,67,81,0.76,CO,1690228344
574,chaplygin,53.2432,39.9629,16.94,71,52,3.5,RU,1690228344
575,koudougou,12.25,-2.3667,25.67,80,43,2.73,BF,1690228344
576,ribeira brava,32.65,-17.0667,25.56,77,44,0.95,PT,1690228344
577,oskarshamn,57.2645,16.4484,17.77,95,38,3.79,SE,1690228344
578,encrucijada,22.6169,-79.8711,34.31,52,75,6.17,CU,1690228344
579,lautoka,-17.6167,177.4667,22.92,83,100,1.54,FJ,1690228345
580,kot sultan,30.7737,70.9313,33.17,55,100,1.72,PK,1690228345
581,ingeniero guillermo n. juarez,-23.9,-61.85,18.43,47,100,4.63,AR,1690228345
582,hadibu,12.65,54.0333,25.09,79,56,8.24,YE,1690228283
583,uray,60.1247,64.7758,13.83,90,76,1.95,RU,1690228345
